,transcipt,speakers,file,batch,start,end,start_rounded,end_rounded,log_mean_pitch,log_stdev_pitch,pitch_rate_of_change_log_variance,pitch_2_percentile,pitch_25_percentile,pitch_50_percentile,pitch_75_percentile,pitch_98_percentile,word_count,duration
558,"Thank you. Thank you, Mr. Raynor. On the greater includes the lesser argument that I understand you to be making in part, namely, that the government's -- they're not required to grant reopening, so if they -- if they allow reopening, they can deny judicial review, I mean, that's not usually how administrative law works. You know, yes, you have discretion whether to provide this particular kind of avenue for relief, but I -- I'm not aware of examples like this where, but, if we do so, we can just cut off all judicial review of it. What's your response to that?",Brett_M_Kavanaugh,19-199,32,3101.05,3146.34,3101,3146,5.230171348140594,0.1491186619014845,0.0006427536597282153,153.39210634309694,174.61411571650194,183.93170582347207,197.13312122062953,261.6255653005986,102,45.289999999999964
559,"I'm sorry -- sorry to interrupt, but it -- but it's important, right? So it is possible that the reopening petition, the Board will mistakenly deny reopening, and the rail -- the railroad worker should then -- should have received benefits. And so I don't know about saying it's above and beyond. In that case, the worker should have gotten the benefits, did not, and you're saying no judicial review?",Brett_M_Kavanaugh,19-199,33,3168.56,3194.99,3169,3195,5.2775253936085695,0.12979116463021156,0.00042864951669029246,166.30751266700787,182.87233715141332,194.86885420251932,207.65234878997256,258.62053938239393,70,26.429999999999836
560,"But the whole point -- sorry to interrupt, but the whole point of these is that there is often new evidence that could not have been presented at the time. That's the point. It's not a rehash. There's new evidence that shows that the initial determination was wrong. And you're saying even if the Board makes a mistake on the reopening, mis-evaluates the new evidence, no judicial review, forget about it?",Brett_M_Kavanaugh,19-199,34,3204.85,3228.21000005,3205,3228,5.240800469392455,0.17897206324305526,0.000538124955100348,160.36301998739893,174.61411571650194,182.87233715141332,191.5211239251473,418.2537330524104,71,23.360000050000053
561,"No, that's -- I -- I understand your larger point on that. You said earlier that there was no -- and you've just reiterated, I guess -- no pressing need for judicial review here. I guess I'm not sure about that, given the example I just gave. But, on the flip side, the burden on the courts seems to be almost nil. In the D.C. Circuit, at least, in the last five years, trouble finding any case that involved judicial review of a denied reopening in this context. The floodgates concern does not seem to be a -- a real one, but you can correct me if that's wrong.",Brett_M_Kavanaugh,19-199,35,3233.81,3272.71999995,3234,3273,5.23150812245473,0.1189625343849286,0.000898443545584372,158.44773981829545,172.60850153728515,180.77186920887385,198.56225076933305,255.38499068333624,109,38.90999994999993
562,"-- sneak one last one in. On 231g, I understood your answer to Justice Kagan to be actually that's right, the government has never argued before in the many decades of this that you could resolve this on 231g alone. Indeed, 231g did not really appear in a lot of the government's position in arguing these cases over the decades. Is that accurate?",Brett_M_Kavanaugh,19-199,36,3282.02,3304.555,3282,3305,5.194090375314932,0.08366017501527286,0.0015666542054605297,155.5996430751772,167.93753389701436,181.8190699939266,189.3213161937526,213.71240635998672,63,22.534999999999854
563,"Thank you. So, counsel, when the Chief Justice asked you if there would be a practical problem in having a different scope of review under the RRA and the RUIA, you said: Well, it would be conforming to our view of 355. So, in other words, if we interpret 355 the way you would like us to to cover review only of claims under 355(c), then it's the exact same for both. But what if we disagree with you? What if we say no, review under 355 is of any final decision, and so then there may be a different scope. What practical problems might arise then?",Amy_Coney_Barrett,19-199,37,3315.655,3351.84,3316,3352,5.694082878617413,0.11984355290509177,0.0007945861154406253,254.17759331190004,275.58617649730814,288.6197829762387,312.9293240034019,425.01198472693204,107,36.184999999999945
564,"Is the reason why the government would prefer for us to decide this under 355 is that it then takes care of narrowing -- making sure that the scope is the same and the narrow one that you proposed for purposes of both the RUIA and the RRA, as opposed to using 231g, which narrows only RRA claims?",Amy_Coney_Barrett,19-199,38,3414.57,3434.78000005,3415,3435,5.6676631415638585,0.07146923853966142,0.0003842425026029667,260.23926111594267,275.58617649730814,285.30470202322215,300.528856485967,347.21682482900223,58,20.210000049999962
565,"-- Mr. Carvin, as I understand your test as you've just articulated it, it reduces to -- anything dealing with time, place, or manner, it's an -- an intent test rather than a results test that's provided under Section 2. In other words, so long as it's a time, place, or manner restriction, it's only when there's a difference and it's between minority voters and white voters that you have a problem. Is that not true?",John_G_Roberts_Jr,19-1257,0,153.16,187.36,153,187,5.450723765400474,0.32066907133297673,0.0015085204745345596,177.66631669600923,192.07585921722102,208.85526660911424,241.30149553281768,551.1723529946163,76,34.20000000000002
566,"Now you -- you talk about the concern being that the analysis would be driven to racial proportionality under the Respondents' approach. Now I understand the concerns about that when you're talking about districting, but why is that -- why is that a bad thing when you're talking about electoral procedures?",John_G_Roberts_Jr,19-1257,1,219.12,241.56,219,242,5.413191700539595,0.39208351282491466,0.001576964638509027,155.27677833061418,175.62564499846297,189.3213161937526,234.43211035826653,577.2395659524774,51,22.439999999999998
567,"-- is it really -- is it maximizing participation or -- or equalizing it? In other words, that only comes up when you have disparate results. And -- and why should there be disparate results if -- if -- if you can avoid them?",John_G_Roberts_Jr,19-1257,2,273.68,288.48,274,288,5.4674132858855256,0.35914590728774215,0.001242075466740204,160.64582402896053,190.41804342135148,212.505992363466,258.62053938239393,564.0553960451207,44,14.800000000000011
568,"Thank you, Mr. Chief Justice. Mr. Carvin, I -- I under -- your -- I understand your race neutrality argument, and normally you see that in -- to come in -- in -- in the context of a non-discrimination statute or Fourteenth Amendment that under -- that really requires equal treatment. How does that race neutrality approach fit within the language of the Voting Rights Act, though, that doesn't speak in -- in those terms?",Clarence_Thomas,19-1257,3,322.6,357.8,323,358,5.480839097349043,0.9659768071145306,0.0005264724345583228,99.71184887709214,103.82617439498627,134.6458897635121,821.0690325523904,868.890295672403,75,35.19999999999999
569,"And how much less opportunity? The Ninth Circuit speaks in terms of de minimis language. Does that -- and then the -- of course, Justice -- Judge Scan -- O'Scannlain talks more in the language of substantial. What -- what -- what -- how much less opportunity?",Clarence_Thomas,19-1257,4,488.36,507.24,488,507,6.843888267653556,0.14511781332866242,0.00015564444063442728,835.4210664364568,845.1281916448838,869.8923379105486,1144.5243147432927,1201.857730981679,47,18.879999999999995
570,"Yeah. I have another, more -- I think a more important question. What would you think of Professor Stephanopoulos's test, basically, or standards which bring in from Title VI, Title VII, The Housing Act, the -- the ADA, you know, it uses roughly the same approach and there would be an opportunity for the state to say we have a good non-race-related reason for doing this. And, therefore, whatever result is, fewer -- fewer minorities use it, but it's not on account of race, it's on account of our good reason. Now that's what we have in all these other statutes, something like that. What would you think of just taking forms of those rules and using them here?",Stephen_G_Breyer,19-1257,5,619.72,666.76,620,667,5.3752653753314,0.36266148587584446,0.0023890295492673664,130.16483612921013,168.66611791365605,198.27510177438265,251.6219955111142,557.5766672463074,119,47.039999999999964
571,"Mr. Carvin, you argue that one benchmark for evaluating whether members of a protected class have less opportunity to participate is what we refer to in Crawford as ""the usual burdens of voting."" What does that mean? What are the --",Samuel_A_Alito_Jr,19-1257,6,763.16,782.56,763,783,5.112036504249884,0.29079562202530085,0.0021346240043945823,122.05264192746294,136.80219375498248,153.77925813055776,180.77186920887385,386.9213706159366,41,19.399999999999977
572,"Now this relates to what you were just discussing with Justice Breyer. Your approach differs a bit from that of the attorney general and the Solicitor General's brief in that I don't understand you to argue that a -- a consideration of the strength of the state's interests for a voting practice has a role to play here. Is that a correct understanding of your position? And if so, why isn't that a -- a legitimate consideration?",Samuel_A_Alito_Jr,19-1257,7,848.36,877.68,848,878,5.0090192405635205,0.12975779151128655,0.0007734584522239589,126.30280525101476,136.21039964151845,145.14587018501834,160.1218501126406,227.75828324510303,77,29.319999999999936
573,"Counsel, you keep talking about equal opportunity, but I don't see it anywhere in the statute. Aren't you rewriting Section 2? You keep saying repeatedly that it prohibits giving or providing an unequal opportunity to vote. But the language is very clear. It focuses on the effects of government action, not the government action in a vacuum. It says no voting qualification or practice can ""result in a denial or abridgement of the right to vote on account of race."" So --",Sonia_Sotomayor,19-1257,8,937.68,975.56,938,976,5.710410598206019,0.22055372106038398,0.0016679376189854362,211.28204791122093,263.1411467822288,291.9733833144849,333.4576446322876,511.30005826144946,82,37.879999999999995
574,"Excuse me. If you can't vote because you are a Native American or a non-Hispanic in areas where car ownership rates are very small, where you don't have mail pickup or mail delivery, where your post office is at the edge of town and so that you require either a relative to pick up your vote, or you happen to vote in a wrong precinct because your particular area has a confusion of precinct assignments, if you just can't vote for those reasons and you're not -- and your vote is not being counted, you've been denied the right to vote, haven't you?",Sonia_Sotomayor,19-1257,9,987.52,1037.0,988,1037,5.531790517437342,0.11603482846501384,0.0012136090316480035,200.86035663970716,230.40470702053787,252.71363809934766,275.58617649730814,317.2622485634914,103,49.48000000000002
575,"-- I have to say that if you look at the district court's findings, which, in the end, it voted on your behalf, but the district court found no meaningful threat that ballot collection leads to fraud. It found no meaningful threat whatsoever. Perceived threat, but none. And with respect to voting out of precinct, there was no finding by the district court that the ballots couldn't be easily counted.",Sonia_Sotomayor,19-1257,10,1082.36,1110.68,1082,1111,5.576212657329127,0.16409971216727948,0.0017435641165639553,184.8906608025827,237.15608026942812,268.516276267277,290.2917403700367,359.461399713042,70,28.320000000000164
576,"Mr. Carvin, I have a number of hypotheticals for you, and I'd -- I'd be grateful if we could run through these fairly quickly just so I can get an understanding of your position. So the first one is that the state decides that each county can have one polling place, and because of who lives in -- in -- in larger counties, that creates a -- a -- a -- a -- a disparate impact that black voters have to wait in line for 10 times the amount that white voters do, two-and-a-half hours instead of 15 minutes. Is that system equally open in the language of the statute?",Elena_Kagan,19-1257,11,1159.04,1194.68,1159,1195,5.359452244294738,0.18240744868191794,0.0014681084580969762,152.57399272362446,190.41804342135148,208.85526660911424,231.73942791006385,343.9444887522113,110,35.6400000000001
577,"That's helpful -- that's helpful, Mr. Carvin. A state has long had two weeks of early voting, and then the state decides that it's going to get rid of Sunday voting on those two weeks, leave everything else in place. That -- black voters vote on Sunday 10 times more than white voters. Is -- is that system equally open?",Elena_Kagan,19-1257,12,1212.64,1238.8,1213,1239,5.411566629450024,0.14826239242880057,0.0016003197085697283,165.76853496220332,202.90956258890662,221.27444703492776,246.94165062806206,309.33502415691686,60,26.159999999999854
578,"Thank you, Mr. Carvin. Can we go -- just go on to another one? The state says we're placing all our polling places at country clubs. And that decision means that black voters have to drive 10 times as long to the polls and have to go into places which, you know, are traditionally hostile to them.",Elena_Kagan,19-1257,13,1266.48,1284.36,1266,1284,5.43136975659266,0.14264867247271726,0.0012275609587325599,184.9972113558172,204.08500572708806,225.1422562392905,251.2581146483697,327.12501616413044,57,17.87999999999988
579,"The state says we're going to have Election Day voting only, and it's going to be from 9 to 5. And there's plenty of evidence on the record that voters of one races are 10 times more likely to work a job that wouldn't allow them to vote during that time period. Is that system equally open?",Elena_Kagan,19-1257,14,1305.08,1322.52,1305,1323,5.431944651944384,0.14643852979122915,0.0015846397497007092,154.5771681746348,208.85526660911424,226.44649206156825,248.37216905734888,311.12698372208087,57,17.440000000000055
580,"Good morning, Mr. Carvin. I'd like to return to some questions Justice Thomas touched on. What is the relationship between your test focused on opportunities and the test that the Solicitor General's brief at least suggested about causation and the need for maybe a proximate causation test?",Neil_Gorsuch,19-1257,15,1377.96,1399.72,1378,1400,5.020648349193914,0.02505599394980436,0.00093421419372985,148.5384940785009,148.96873144975314,149.39896882100535,152.91396005201196,158.76328120755343,47,21.75999999999999
581,"All right. And then the other question Justice Thomas touched on that I want to dig down a little bit further on is you speak of equality of opportunity. Does that permit any de minimis distinctions, or does it require equality of opportunity under all circumstances?",Neil_Gorsuch,19-1257,16,1481.84,1502.56,1482,1503,4.918755078901437,0.0851519697847076,0.000731578107220941,117.25703319021372,130.25096132315872,135.4258854679408,141.83785963048996,163.86452094349724,46,20.720000000000027
582,"Thank you, Chief Justice. And good morning, Mr. Carvin. Your brief says, ""Ordinary race-neutral regulations of the time, place, and manner of voting do not violate Section 2."" And that, of course, will put a lot of pressure on the word ""ordinary."" Can you tell us how courts are supposed to distinguish ordinary regulations from extraordinary regulations?",Brett_M_Kavanaugh,19-1257,17,1536.36,1566.68,1536,1567,5.128226030589575,0.14412693201829874,0.0006189102623316123,130.8127826502993,154.66751207845843,164.81377845643496,181.8190699939266,237.15608026942812,57,30.320000000000164
583,"You referred to common sense. And I think two factors among others, but two factors that, as a matter of common sense, as I think about it, would trigger more suspicion. One factor would be if you're changing to a new rule that puts minorities in a worse position than they were under the old rule, and a second factor would be whether a rule is commonplace in other states that do not have a similar history of racial discrimination. Do those two considerations matter under your view of Section 2?",Brett_M_Kavanaugh,19-1257,18,1682.76,1716.0,1683,1716,5.095954403532832,0.08954721728961401,0.0012029120460558126,136.9994584594705,154.66751207845843,160.1218501126406,173.60841241450115,205.34246328117754,91,33.24000000000001
584,"Mr. Carvin, I want to make sure that I understand your position because it strikes me that it has some contradictions in it. So, as I understood from your brief, your position is that Section 2 does not apply to the how, to the time, place, and manner restrictions, as long as they're facially neutral, that it's only about the who. Am I right about that?",Amy_Coney_Barrett,19-1257,19,1754.16,1772.44,1754,1772,5.612952752149717,0.17081808555044584,0.0022873386242280675,212.7089022796128,246.94165062806206,263.1411467822288,291.9733833144849,467.69440900014746,66,18.279999999999973
585,"Okay. But then I don't understand why you conceded in your examples to Justice Kagan that some of those time, place, and manner restrictions -- like time, place, and manner, you can only vote at a country club, or time, place, and manner, you know, this is the placement of the polls and they're going to be placed in areas that are burdensome to minorities. Aren't those time, place, and manner restrictions?",Amy_Coney_Barrett,19-1257,20,1782.8,1801.6,1783,1802,5.687656108428596,0.1469252050325384,0.0018197939889479198,235.7901617579845,263.1411467822288,286.1310786858231,323.96475278211557,417.77289298239384,72,18.799999999999955
586,"-- I don't really think -- excuse me for interrupting -- that the relevant distinction here is between those that regulate who and those that regulate time, place, and manner. Really, the -- the pressure under your interpretation is looking at opportunity and what opportunity means. I don't see why time, place, and manner really bears -- you know, carries a lot of weight in your analysis. Can you explain to me --",Amy_Coney_Barrett,19-1257,21,1831.36,1850.32,1831,1850,5.611755720816602,0.11625200808206262,0.002581870835169646,221.27444703492776,252.71363809934766,270.8517709358815,293.6647679174075,357.39105439674364,73,18.960000000000036
587,"-- let me move on to a different question. I'm interested in knowing why the RNC is in the case. So, you know, the DNC had standing and the district court said that it had standing to challenge the out-of-precinct policy because the policy placed a greater imperative on Democratic organizations to educate their voters and because the policy harmed its members who would have voted out-of-precinct. What's the interest of the Arizona RNC here in keeping, say, the out-of-precinct voter ballot disqualification rules on the books?",Amy_Coney_Barrett,19-1257,22,1896.24,1923.6,1896,1924,5.6629062430798385,0.13160194561679991,0.002439725215204283,237.15608026942812,261.6255653005986,280.40333801023763,309.33502415691686,387.31495492102505,87,27.3599999999999
588,"I'm sorry, counsel. When you're looking at the impact, do you look at alternative procedures? In other words, let's say there's a significant impact on -- for -- on minorities voting at the polls. In analyzing that, do you say, well, they can vote by mail, so, overall, it's not that substantial an impact?",John_G_Roberts_Jr,19-1257,23,2171.68,2190.76,2172,2191,5.387043335783055,0.19771260210380132,0.0013699537065925927,159.19961611844158,194.86885420251932,211.89402013734346,236.1316413858454,439.99999999999994,54,19.080000000000382
589,"The -- there was a -- the theory that the Ninth Circuit used to discuss some questionable legislative intent involved in the Arizona legislation was the cat's paw theory. One, I'd like you to address that, but I'd also like you to tell us -- to discuss how you would determine the intent of the Arizona legislature in passing this legislation.",Clarence_Thomas,19-1257,24,2246.44,2276.88,2246,2277,5.984686201949402,1.000279317029556,0.004480510490938891,93.03444464945933,115.20235351026894,800.0052904739839,869.8923379105486,929.4645158109927,61,30.440000000000055
590,"I'm curious to know what you think of -- of Professor Stephanopoulos's test. My reason is simply this: It seems to me that in many discrimination statutes -- anti-discrimination, Title VII, Title VI, the Housing Act, the age discrimination -- essentially, the courts have come down in disparate impact situations to three elements. First, the plaintiff has to show that there is some kind of significant disparity. Second, the plaintiff has to show that there is at least a but-for cause and the state's or the employer's policy is the but-for cause. And then, third, the defendant can come back and show, well, we have a good non-race-related reason for this and it can't be accomplished easily in other ways. Those three elements run through the law. Many of the tests, and Stephanopoulos, who says it explicitly, embody those three elements. Are you against our saying those same three elements that implemented the statutory language here are the basis of a cause, we'll never get it perfect, it will always be case by case, it will always involve all the circumstances, but those are the three key elements?",Stephen_G_Breyer,19-1257,25,2345.92,2434.04,2346,2434,5.298267084848348,0.2205662455659202,0.002287455804361422,124.90548719779652,171.61434972294217,201.74088950502764,233.08188075904494,300.528856485967,188,88.11999999999989
591,Okay. Let me go on to another -- another point. You say we should give some teeth to the requirement that challengers must show not only that a protected class has less opportunity to -- to participate in the political process but also less opportunity to elect representatives of their choice. What would that look like in practice? Does it require pointing to a very close election on -- on a particular day?,Samuel_A_Alito_Jr,19-1257,26,2580.88,2613.48,2581,2613,5.843210509298882,0.8591979737883958,0.00043566411135176255,146.8323839587038,156.91916995157328,181.83120283999654,859.9007722221364,1078.5678895835833,73,32.59999999999991
592,"Counsel, you said that the general test under Title VII and other civil rights statutes in response to Justice Breyer puts the burden on the state. But the only burden that that test requires is for the state to justify its practice, to explain why. Why is that a burden that you can't meet?",Sonia_Sotomayor,19-1257,27,2639.44,2662.76,2639,2663,5.58051254138875,0.1931943758958035,0.0007359032819868326,199.1946401008288,222.55627686642293,267.74077300753,313.83833990314656,374.94780442080906,54,23.320000000000164
593,"Yes, it does have a substantial impact, General. You know, if it's 10 to 2, people who work 10 to 2 and don't have cars and -- and -- the impact has been shown to be that black voters will be very disproportionately impacted by hours that are 10 to 2.",Elena_Kagan,19-1257,28,2887.0,2905.0,2887,2905,5.496426559441833,0.15157662344397071,0.0018934264455054224,190.41804342135148,217.47308447763714,234.43211035826653,269.2917795270241,337.3322358273121,51,18.0
594,"All right. So we -- we have before us two actual voting practices, the in-precinct requirement and the rule against vote collection or harvesting. Can you explain in -- in -- succinctly your thoughts on why those don't count as substantial burdens?",Neil_Gorsuch,19-1257,29,2947.0,2963.0,2947,2963,,,,,,,,,42,16.0
595,"Thank you, Chief Justice. Counsel, you acknowledged several times that the totality of the circumstances are relevant here, and, of course, that's in the statutory text, as my colleagues have pointed out. Is the availability of alternatives that could serve your policy goals a circumstance that matters when we consider the totality of the circumstances?",Brett_M_Kavanaugh,19-1257,30,3064.0,3091.0,3064,3091,5.215982003604559,0.18516353536717742,0.0009921552001787124,140.37446141860926,154.66751207845843,186.06888929891866,218.1029888587488,259.7591512755137,55,27.0
596,"So, General, one of the disputes in this case about -- is about whether we look at the electoral system as a whole or whether we look at the challenged regulation in isolation or let's say on a regulation-by-regulation basis. And I want to give you this point or this example that's in Secretary Hobbs's brief, she makes a pretty good point. She says in response to your argument that we have to look at the process itself to say, overall, is the process, you know, open enough for disadvantaged voters. So, you know, even if they can't send their ballot in via ballot collection, they have many other opportunities to do so, early voting, et cetera. She points out in Footnote 6 on page 23 that if a state sends unsolicited ballot applications to residents of white neighborhoods but not to residents of black neighborhoods, that would amount to giving the latter less opportunity to participate. And she's, you know, quoting the Republican party there. Wouldn't that be true even if black voters could vote in other ways? In other words, reducing an opportunity is reducing an opportunity in the text of the statute even if there's still other avenues open to the black voters.",Amy_Coney_Barrett,19-1257,31,3150.0,3225.0,3150,3225,5.582346704887368,0.15691575484019393,0.002203523007237907,212.505992363466,237.15608026942812,258.62053938239393,286.9574553484241,405.81912517781325,206,75.0
597,"Okay. But isn't -- you know, we might disagree about that, but let's say that, you know, some of Justice Kagan's examples, which seemed on their face to be ostensibly neutral, on their face, time, place, and manner restrictions, if it takes one opportunity away, I guess I still don't understand why that isn't reducing the ability of those voters to vote, relative to other white voters that don't share that same burden.",Amy_Coney_Barrett,19-1257,32,3236.0,3266.0,3236,3266,5.674733683831293,0.16462713989521655,0.0021019071204763694,223.84553226259098,258.62053938239393,278.7883336231537,334.90641999527264,408.59562232213943,73,30.0
598,"Counsel, you're aware of what the Carter-Baker Commission found about ballot harvesting. They said that absentee ballots are the largest source of potential voter fraud. They said citizens who vote at home, at nursing homes, at the workplace or church are more susceptible to pressure or to intimidation and that they recommended that the practice of allowing candidates or party workers to pick up and deliver absentee ballots should be eliminated. You think that's -- you disagree with that in this case, right, given your --",John_G_Roberts_Jr,19-1257,33,3460.0,3496.0,3460,3496,5.435731608539685,0.3299276112620199,0.0016571918122485316,165.76853496220332,188.23090565017245,205.2672581380976,231.73942791006385,549.7120741825184,86,36.0
599,"So the -- the law is -- you would strike down because of -- there's not racial proportionality in -- in enforcing the law, and that means that your pursuit of racial proportionality would require you to keep in place the pressure, the intimidation that caused President Carter and Secretary Baker to recommend that that harvesting practice be eliminated?",John_G_Roberts_Jr,19-1257,34,3527.0,3554.0,3527,3554,5.338379350166542,0.29924495914740196,0.0011183888457897055,147.00741262574584,176.64303400994282,189.3213161937526,212.505992363466,508.40597313664273,59,27.0
600,"-- I understand your position, which is that if there isn't racial proportionality, then the -- the law should be struck down. I'm just asking you if that requires you to tolerate the difficulties and problems and pressures that President Carter and Secretary Baker outlined in their report.",John_G_Roberts_Jr,19-1257,35,3611.0,3629.0,3611,3629,5.434528326675843,0.32232183826967264,0.0020970339183289397,167.69467255813382,189.3213161937526,202.90956258890662,237.15608026942812,507.1254642452561,48,18.0
601,"You know, I often wonder when you -- when we say there's an additional burden, Arizona is a big state and it's quite rural. I'm sure there are some people in very rural parts of Arizona who are quite burdened by the distance they have to travel in order to vote. How do you compare someone who is supposedly burdened or allegedly burdened by the out-of-precinct policy to a person like that?",Clarence_Thomas,19-1257,36,3774.0,3807.0,3774,3807,5.171831664546973,0.7658245183547001,0.0011705428855949271,67.81401940885463,103.22817963382575,115.86971395503193,232.25264786991949,942.2989742739463,72,33.0
602,"Well, I have two related questions, and both are about standards, which I think is the main issue here. What do you think of, since disparate impact is -- this is not the only field in which it comes up, that we take the standards from the other areas -- employment, age, and housing and so forth -- and simply say they're roughly the same here? The statute does speak on account of race, which means if it's justified, it's not on account of race, all right? So we simply take those standards, producing a uniformity in the law. That's my general question. My specific question is, what do you really say about the question that I think Justice Thomas was asking, that if you win in the details here, in many -- in the majority of states, they won't be able to engage in precinct voting, because a lot of the precincts will turn out to be maybe 10 feet or maybe 100 yards or maybe 1,000 yards on -- in general further away from a minority group of houses than a majority group of houses. Are you supposed to go out with a tape measure? What? All right. That's a concern in the specific case. So I'm interested in both. One, what's your general view of using roughly the same standards, and, two, what about that specific case?",Stephen_G_Breyer,19-1257,37,3851.0,3938.0,3851,3938,5.250415545744985,0.28558759936616746,0.0018977394964228213,119.54131367716495,152.01041679645533,193.74649219115264,230.40470702053787,384.83022536646416,230,87.0
603,"Counsel, I want to try to give you a couple of examples and ask you for each one to assume that a Title -- a Section 2 plaintiff is able to show statistical disparities that are at least as great as those that were shown here with respect to out-of-precinct -- precinct voting and that those disparities were cause for -- but-for caused by the same socioeconomic factors that you say were the but-for causes here. So the first example is a state that has the early voting period begin two weeks before Election Day and the plaintiffs say -- and they show that that has -- instead, it should have been 60 days, and there's the same kind of statistical disparities.",Samuel_A_Alito_Jr,19-1257,38,4039.0,4088.0,4039,4088,5.360540915584405,0.6059569351318973,0.0015379961998639325,129.31026969119696,141.8307339283537,159.19961611844158,225.52523523938385,953.6946635648611,122,49.0
604,"They want to go -- they want to go from 14 to 60. A lot of minority voters are unable, they -- they -- they -- or they -- they don't vote within the 14-day period to the same extent as they would within the 60-day period.",Samuel_A_Alito_Jr,19-1257,39,4096.0,4116.0,4096,4116,5.501527457459526,0.5276573315138504,0.0028181266354970263,131.5705733911144,156.46466200170096,187.14677540918822,360.5025690653949,903.2818354674995,47,20.0
605,"All right. How about a -- how about a rule -- the state has a rule that you have to -- you have to fill in a little box to vote for a candidate, but it can be shown that there's a statistical disparity with respect to voters who don't actually fill in the box, but they -- they make a checkmark beside the box.",Samuel_A_Alito_Jr,19-1257,40,4144.0,4165.0,4144,4165,5.650078875372031,0.6930386160707583,0.001293613054635976,144.30989148811935,162.686142161406,187.68884052968033,651.7156641353768,843.0809421101317,65,21.0
606,"Well, I don't really see the difference between -- let me give you one more example. The state has a rule that says that mailed-in ballots have to be received within three days after Election Day, and the section -- a Section 2 plaintiff says it should be one week, and they showed the same kind of statistical disparities.",Samuel_A_Alito_Jr,19-1257,41,4194.0,4215.0,4194,4215,5.651069045727883,0.7777902416176719,0.0015299561371927776,137.38158921079878,160.1218501126406,183.93477425361527,706.7146843009191,1057.3481984032285,59,21.0
607,"Counsel, I'd like to return to a question that Justice Thomas asked not of you, I don't believe, but more generally, which is: how do you prove that a legislature acted with discriminatory intent, assuming, as we must, that the legislature is made up of individuals? And so, if you show only two or three of them have a discriminatory intent, how can you assume that the others do?",Sonia_Sotomayor,19-1257,42,4237.0,4267.0,4237,4267,5.6596319455057404,0.2551139016946921,0.0011911769961717022,205.2672581380976,242.34987954022256,267.74077300753,322.09885310803753,550.9818818452122,69,30.0
608,"-- just -- the Chief Justice pointed out that there are independent reasons for passing the ballot collection limitations. Did the district court actually look to determine that even if this was a motivating factor, that the law would not have passed without it?",Sonia_Sotomayor,19-1257,43,4330.0,4350.0,4330,4350,5.5758748979931765,0.13012702856454372,0.0015588709044735338,197.8868283861066,238.87535889632318,265.432103783155,293.6647679174075,331.6585373859304,44,20.0
609,"Ms. Amunson, the longer this argument goes on, the less clear I am as to how the parties' standards differ. So, if I understood what Mr. Carvin said at argument, as opposed to what he said in his brief, he said, of course, you should look at demographic realities. He even said, you know, it would be laughable not to look at demographic realities on occasion. And I bring you back to this hypothetical question where black voters have many fewer polling stations, even though that's a completely neutral rule on its face, but the way it operates is to make voting more difficult for black voters than white voters and leave it so that they -- the political system is not equally open to their participation. And he said, sure, you can -- you can look at that. And, similarly, you talked about, like, the practical evaluation of realities on the ground. So, I mean, tell me how you think these things differ. And I guess, more specifically -- I guess, when you start thinking about a whole run of hypotheticals, there are some things that are really quite obvious burdens which you just know looking at them is going to lead to -- to real difficulty for some -- you know, to black -- for black voters or for Native American voters or for Latino voters, and then other restrictions where you can say, well, you know, that's kind of an inconvenience, but they could -- they could overcome that inconvenience if -- if they really wanted to. So how -- how -- is -- is -- is -- you know, I guess what I'm saying, that there's a spectrum of restrictions and a spectrum of the effects that those restrictions cause. How are we to think about that?",Elena_Kagan,19-1257,44,4391.0,4499.0,4391,4499,5.419123274599778,0.22842632798900694,0.0019022832709466979,168.66611791365605,190.41804342135148,210.06515286029162,254.5457022666062,405.81912517781325,301,108.0
610,"Okay. So -- so let's -- let's take the harvesting one, for example. The -- you know, the district court found that there was evidence available. The Chief Justice has referred to the -- the Carter-Baker Commission, and there was also evidence, I believe, in the record of -- of harvesting affecting -- fraudulent practices, harvesting affecting at least one election elsewhere. What about that is insufficient?",Neil_Gorsuch,19-1257,45,4637.0,4662.0,4637,4662,5.248555396062091,0.4799012085731005,0.0012262349685724775,119.95785174978244,126.53981345124288,129.68481307709163,320.3073206258159,357.39105439674364,67,25.0
611,"Okay. So it doesn't matter then -- you -- you agree it doesn't matter that there -- harvesting hasn't resulted in fraud in Arizona. How many states, how many elections does it need to affect out -- out of state before Arizona can take cognizance of it in its own state?",Neil_Gorsuch,19-1257,46,4687.0,4702.0,4687,4702,5.196166173618772,0.31220743042744825,0.0012073856014094228,127.82501456536235,141.21807024054857,153.3338484711746,273.2121304231762,298.4899474585346,51,15.0
612,"-- counsel, I -- I guess it's -- I'm just asking a pretty simple question. You -- you -- you agree that some prophylactics are allowed and that this addresses a prophylactic issue that other states have found to be problematic and -- and a blue-ribbon commission found to be problematic. How much more evidence -- what more concretely would you require?",Neil_Gorsuch,19-1257,47,4742.0,4760.0,4742,4760,6.209808351461697,0.0586251421247472,0.0018906715825484875,453.14277730569256,471.6754630660304,501.1192439399621,523.2772175150802,535.48154601506,62,18.0
