duration,end,end_idx,file,line,onset_count,onset_rate,onset_time_diff_mean,onset_time_diff_var,pitch_25pct,pitch_2pct,pitch_50pct,pitch_75pct,pitch_98pct,pitch_log_diff_variance,pitch_log_mean,pitch_log_stdev,speaker,speaker_role,start,start_idx,text,word_count,word_rate,BERT-GS_Scores
58.98,914.245,14627920,19-508.wav,37,96.0,1.6276703967000001,0.6130526316,0.3009550183,216.22053168,177.666316696,238.5299114663,266.1986996282,412.9127185353,0.0018394241000000001,5.5069417857000005,0.2054824228,Sonia_Sotomayor,scotus_justice,855.265,13684240,"Counsel, you argue that there would be no reason for Congress to provide for monetary remedies under Section 19 if the FTC could obtain disgorgement under 13(b). But it makes sense to me that the FTC might sometimes want to establish new rules through agency adjudications that are binding on absent parties and to which courts will defer. So the more important question for me is -- and I hope you can answer it -- is, why would Congress authorize the FTC to seek a permanent injunction if no other equitable remedies were available? It seems that under your understanding of the statute, why would the FTC ever pursue a permanent injunction under 13(b) rather than a cease-and-desist order that could lead to monetary relief? It could --",128,2.1702271956595456,-0.2503069639
23.0,1030.17,16482721,19-508.wav,45,54.0,2.347826087,0.4051320755,0.1357067939,190.4180434214,159.1996161184,214.9751930555,246.9416506281,320.4710199247,0.0015350426000000001,5.3938602881,0.1785673522,Sonia_Sotomayor,scotus_justice,1007.17,16114720,"So why -- why even give it a permanent injunction when it wasn't, according to your reading, able to recover anything else under that process? It could always do a temporary injunction and stop impend -- and stop impending harm that way and then always have to pursue administrative process to get monetary relief. It makes no sense to me.",60,2.608695652173913,1.1254839897
54.94500005,1114.83500005,17837361,19-508.wav,48,94.0,1.7108017092,0.5467526882,0.18642648720000002,210.0651528603,186.0688892989,248.3721690573,280.4033380102,838.034420739,0.0016115426,5.5842111082,0.3635551138,Elena_Kagan,scotus_justice,1059.89,16958240,"Mr. Pattillo, I'd like to go back to the Chief Justice's first questions about which approach we're supposed to use, our old approach, which was very liberal in finding rights and remedies, or our new approach, which is decidedly not. And you said, well, Alexander v. Sandoval, and the Chief asked you to put that -- the Chief Justice asked you to put that aside. And I'd like you to put that aside as well. I think it's at least arguably very different. Do you have a -- a theoretical argument for why it is that we should be using the new approach? Because I would have thought that the whole idea behind the new approach is that what matters most is what Congress thinks about a question, not what the Court thinks about it, and that that would suggest, well, we're supposed to be looking at what Congress thought in 1973 given the backdrop of all of our precedents.",160,2.912002909352987,0.25522774460000003
18.425,1163.875,18622000,19-508.wav,52,38.0,2.0624151967,0.4627027027,0.12152912780000001,216.22053168,191.809586277,254.1775933119,295.3659506117,466.7699709809,0.0006989008000000001,5.5617368702,0.2271798921,Elena_Kagan,scotus_justice,1145.45,18327200,"-- that's an argument -- I mean, that's an argument on a different point, the point about what Congress would have understood back then, but -- but I take that to be assuming my premise, which is that the very issue is -- I mean, that the thing we're supposed to be figuring out is what Congress would have assumed back then, isn't it?",64,3.473541383989145,0.15079286690000002
50.125,1234.495,19751920,19-508.wav,56,81.0,1.6159600998,0.6124,0.38808944,208.8552666091,175.6256449985,235.790161758,266.1986996282,363.6381399879,0.0015806444000000001,5.4684204294,0.17319384070000002,Elena_Kagan,scotus_justice,1184.37,18949920,"Sorry, Mr. Pattillo. In -- in -- in -- in just two years before Congress enacted this legislation, the Second Circuit, you know, obviously, an important circuit when it comes to these matters, held that the FTC had power to seek restitution because its statute said that the agency could seek an injunction, the exact same question as is -- as -- as we're confronting. And the Second Circuit relies on Porter, relies on Mitchell, relies on all the old cases that you say are distinguishable, and -- and said yes, an injunction includes restitution according to Supreme Court law on the subject. So doesn't that suggest that the FTC has a pretty good point about what Congress understood in 1973?",121,2.4139650872817957,-0.1749632657
31.42,1303.99,20863840,19-508.wav,62,103.0,3.2781667728,0.3018039216,0.0587798047,125.6290573242,122.4344455589,126.3568190497,128.5654973417,141.4877844471,0.0021474114000000002,4.8508685487,0.0382679176,Neil_Gorsuch,scotus_justice,1272.57,20361120,"Good morning, counsel. I'd like your help with a -- a line-drawing problem. I -- I -- I think you agree that an injunction can be used to provide certain forms of equitable relief, including restitution perhaps, an accounting, requiring a freezing of assets, or handing over a thing of value, but -- but it's -- it -- it can't go this far. How would you have us draw that line and describe it?",74,2.3551877784850412,-0.5340458155
57.255,1445.67,23130720,19-508.wav,66,226.0,3.947253515,0.2486044444,0.07467455020000001,133.2921089865,122.0526419275,146.8323839587,178.6955271984,249.9000786789,0.0009435954,5.0427113973,0.1850624338,Brett_M_Kavanaugh,scotus_justice,1388.415,22214640,"Thank you, Chief Justice. And good morning, counsel. Your argument here is strikingly similar to the argument advanced in the dissent in Porter by Justice Rutledge, joined by Justices Reed and Frankfurter, and the dissent in Mitchell written by Justice Whittaker, joined by Justices Black and Clark. The Rutledge dissent, Justice Rutledge dissent in Porter, for example, said ""Congress could not have been ignorant of the remedy of restitution. It knew how to give remedies it wished to confer. There was no need to add this one, nor do I think it did so. It did not give it expressly."" That kind of argument. What do we do with Porter and Mitchell if we decide this case in your favor? In other words, how should we write the opinion with respect to those cases?",134,2.3404069513579597,0.31198456880000003
47.73500005,1557.33,24917280,19-508.wav,68,155.0,3.2470933243,0.3071168831,0.1048006747,141.0138490113,128.4766394086,151.1349012204,164.3391497,199.5623277216,0.0016743882,5.0333476559,0.1174936843,Brett_M_Kavanaugh,scotus_justice,1509.59499995,24153519,"And picking up on one of Justice Breyer's questions, when you have the combination of Porter and Mitchell plus some maybe broad, you would say too tangential, but some Congressional ratification argument, and all the court of appeals for a number of years interpreting it in the FTC's favor, at some point, does all that combine, do you think, to get us to a point of leave well enough alone? I mean, certainly, stability in the law is important. And when you have Porter and Mitchell plus ratification plus courts of appeals, at some point, does that kick in?",99,2.0739499297434274,-0.45846250650000003
47.96,1625.075,26001200,19-508.wav,72,179.0,3.7322768974000002,0.2640898876,0.06442929530000001,239.9117011864,213.7370270538,255.6500291307,278.7883336232,391.3679806581,0.0019880223,5.5864098798,0.1857783533,Amy_Coney_Barrett,scotus_justice,1577.115,25233840,"Counsel, let's say that we agree with you about 13(b). Your client, I don't understand you to be arguing that he has clean hands. I mean, he's been convicted. He has the dubious distinction of being the subject of an episode of ""Dirty Money"" on Netflix. But you -- you suggested in your brief that because of the safeguards of Section 19, in particular, you know, the -- the reasonable man standard, knowing and understanding that the conduct was deceptive, that the FTC couldn't have gotten a monetary remedy from him under 19. So is -- is it your position that if we adopt your view, there's no way for the FTC to get the ill-gotten gains back from someone who has violated the law like your client?",128,2.6688907422852375,0.4507107437
48.24,1945.345,31125520,19-508.wav,79,131.0,2.7155887230999998,0.3544615385,0.10162200240000001,160.1218501126,142.7206505511,170.6259238017,190.1438616145,583.6866660837,0.0015465597,5.2396995689,0.3268335546,John_G_Roberts_Jr,scotus_justice,1897.105,30353680,"Counsel, a lot of the cases you -- you cite in support of a broad reading of injunction -- injunction and equitable powers -- in fact, I think most of them involve courts, not agencies. And -- and courts have broad inherent equitable power. You -- you don't sort of parse and construe their authority very carefully, at least I don't think so. But this involves an agency, and an agency only has the authority delegated to it by Congress. And I'm not sure we can assume that those precedents involving courts apply so smoothly in the context of an agency.",101,2.0936981757877278,0.3452728987
13.385,1998.36,31973760,19-508.wav,81,73.0,5.4538662682,0.1782222222,0.023632395100000002,155.563491861,140.2016690051,172.6085015373,211.2820479112,260.2392611159,0.0011305775,5.1994986968,0.1899648441,John_G_Roberts_Jr,scotus_justice,1984.975,31759600,"Well, I'm not sure that follows. I mean, ""the agency can seek and the court can enforce"" doesn't mean that the same authority that a court has the agency has; just that the court can enforce whatever authority the agency has.",41,3.0631303698169594,0.27438125010000003
16.83,2041.645,32666320,19-508.wav,83,61.0,3.6244800951,0.2682666667,0.0451273956,165.7685349622,150.264428243,180.2512845327,200.5789474828,526.3174125542,0.0020532276,5.3333861044,0.37349800800000005,John_G_Roberts_Jr,scotus_justice,2024.815,32397040,"The -- your friend on the other side makes the point that ""injunction"" appears in the United States Code throughout the code hundreds of times. And is your position that, whenever it does, a broader range of equitable powers is conferred on an agency?",44,2.6143790849673207,-1.1934789419
44.51,2115.84,33853440,19-508.wav,86,102.0,2.2916198607,0.4353267327,0.15100612100000002,859.9007722221,831.3792625641,880.0,905.8010789688,2079.032041272,0.0008372633,6.8809569202,0.2802519288,Clarence_Thomas,scotus_justice,2071.33,33141280,"Thank you, Mr. Chief Justice. Mr. Marcus, Section 13(b)(1) says that whenever the Commission has reason to believe that a person, partnership, or corporation is violating or is about to violate any provision of law. That seems to suggest that that provision is focused on forward-looking, preventing a -- a future or a present action. It seems that what you're doing here is using it for something that has already happened. Would you be kind enough to reconcile your approach with the language of 13(b)?",85,1.9096832172545497,-0.8600861430000001
21.36,2208.31,35332960,19-508.wav,88,46.0,2.1535580524,0.46080000000000004,0.13591438220000002,2063.0232945558,2024.9978627499,2080.9497034078,2080.9497034078,2091.3168477452,0.0001566103,7.6348034302,0.0108063303,Clarence_Thomas,scotus_justice,2186.95,34991200,"Would you just take a minute and explain again why -- from my perspective, it seems as though what you're doing here fits more comfortably under Section 19. But would you explain why the Commission chooses to use Section 13 rather than Section 19 again?",45,2.106741573033708,-0.8694536686000001
157.55,2444.98500005,39119761,19-508.wav,91,347.0,2.2024754046,0.44661271680000003,0.1875054974,194.8688542025,151.1349012204,230.4047070205,286.9574553484,397.6592556226,0.0017846228,5.472686,0.2720256623,Stephen_G_Breyer,scotus_justice,2287.43500005,36598960,"History matters. I think Justice Brandeis, when he started, was faced with a business community that was very suspicious of the FTC's power and thought it would be abused and a progressive community that thought it's absolutely necessary to bring bad business practices under control. So they compromised. The compromise was you've got to do what the FTC says, but before it tells you to do something, it will find that what you're doing now is wrong. It will find that. It will be a cease-and-desist order, later expanded under Moss-Magnuson, I think, to include violation of a rule. So Section 5, cease-and-desist order or violation of a rule, ha, damage of some kind. Nineteen, the same thing. And now we have right in the middle 13, no protection like that whatsoever. Do not worry, says the FTC, we will only use it in exceptional cases. Ha! In 2012, they repeal that. And now, 10 years later, after this has been in effect for a few years, I read that 100 cases under this provision are in the courts, compared with 10 or 12 under the regular cases. And you say it's just obvious, we're going to get those people who think their bad conduct is obvious. Look at Skechers. Look at the Cardinal case. Go back to the famous Unburn case. Add substantiation. People wouldn't know that it is an unfair practice that a chiropractor who was married to a wife who had some income from the company and therefore is a conclusion as to the muscle toning of the company should be discounted. And that's the kind of case they're bringing now. Now do you see my point? On the one hand, it's well-established law in the lower court. On the other hand, if we interpret it your way, we -- we -- we say your fears, business community, were absolutely right. It is now up to the FTC. Before you know the thing is wrong, they hit you with bad damages. This case? Perhaps you're right. But Skechers, Cardinal, even Unburn, build strong bodies eight ways, that was Wonder Bread. They only did it six ways. I mean, you see, it's giving the FTC -- that -- that -- you get my point. Now I'd like to hear an answer.",383,2.4309742938749603,1.143750906
18.83000005,2530.33500005,40485361,19-508.wav,94,52.0,2.7615507096,0.3338039216,0.0625746282,,,,,,,,,Samuel_A_Alito_Jr,scotus_justice,2511.505,40184080,"In answer to Justice Thomas's question, well, his -- your answer to Justice Thomas's question leads me to ask this: If the activity here had ceased before this order was entered, would the court have been able to enter it?",40,2.124269776621695,-1.2418884039
14.76,2567.33,41077280,19-508.wav,96,57.0,3.8617886179000003,0.252,0.034928,134.6458897635,131.5705733911,141.8307339284,182.0823867833,194.8688542025,0.0007438480000000001,5.0315819208,0.14628354570000002,Samuel_A_Alito_Jr,scotus_justice,2552.57,40841120,And why would Congress -- why would Congress draw that line? Why would it provide a -- a -- a restitution remedy when there is still ongoing activity but no restitution remedy when all of the harm has already been completed?,41,2.7777777777777777,-0.08398992570000001
65.485,2675.66,42810560,19-508.wav,100,203.0,3.0999465526,0.32,0.0820416634,143.4787276742,129.3102696912,160.1218501126,174.6141157165,234.4321103583,0.0016104453000000002,5.0772364519,0.1364481683,Samuel_A_Alito_Jr,scotus_justice,2610.175,41762800,"We asked Mr. Pattillo questions about how this provision would have been understood in 1973. His brief cites comments made by a former FTC official, Mr. FitzGerald, that addresses that directly, and they are pretty damaging to your position. Mr. FitzGerald says that when 13(b) was enacted, nobody on the Commission imagined that it would become an important part of its -- the Commission's consumer protection program. But the Commission decided that Section 19 was too time-consuming, so it wanted -- it looked for a workaround, and ""neither the text of 13(b) nor its legislative history disclosed a basis to argue for broad equitable relief. The Commission's attorneys thought these arguments were not going to succeed, but, to their surprise, they were successful."" And you don't say anything about Mr. FitzGerald. Do you want to say something about him now?",140,2.137894174238375,0.3442867398
32.64499995,2770.43499995,44326960,19-508.wav,104,80.0,2.4506049969,0.3896708861,0.1405021195,207.65234879,174.4341297569,239.9117011864,269.291779527,423.0072732398,0.0011188935,5.504377256,0.2218596559,Sonia_Sotomayor,scotus_justice,2737.79,43804640,"Counsel, how do you explain Section 5(l), which was passed at the same time as Section 13(b) and separately authorizes mandatory injunctions and further equitable relief? Why would Congress use a different language for injunctive relief in one section and just stop at ""injunctive relief"" and in the other add ""and further equitable relief"" in a different section?",58,1.7766886227242895,-1.6587249041
50.465,2890.305,46244880,19-508.wav,106,121.0,2.3977013772,0.4125333333,0.1323997156,217.4730844776,173.869895273,244.1052838549,275.5861764973,378.0756189048,0.0018313147000000001,5.5092419788,0.192653919,Sonia_Sotomayor,scotus_justice,2839.84,45437440,"Now I'm following up slightly on Justice Alito's question. Legislative history is not unimportant to me. What am I to make of the fact that I saw nothing in the history of this bill suggesting that Congress understood that Section 13(b) authorizes monetary awards? Quite to the contrary, the prior version of what became Section 19 triggered extensive debate because there wasn't money damages available, and Section 19 was passed to remedy what was perceived as a fault in the bill as it existed. So what am I missing in terms of the absence of anything to do with this issue before Congress?",103,2.04101852769246,0.3720646501
53.47499995,3000.86499995,48013840,19-508.wav,109,88.0,1.6456288,0.5804137931000001,0.2177747253,216.22053168,188.6452616567,244.1052838549,293.6647679174,529.3310158761,0.0011507303,5.5647963918,0.2616029971,Elena_Kagan,scotus_justice,2947.39,47158240,"Mr. Marcus, it seems to me that the best argument against your position, and -- and it's a strong one, comes from Section 5 and Section 19, which have these protections in them that Section 13 do not, that there has to be a repeated violation, that there has to be a certain kind of mens rea and so forth. And -- and it -- it does seem as though your interpretation of Section 13 makes those pretty much entirely irrelevant. I mean, you say, well, this is a choice. There are two pathways of different kinds of administrative action. But what -- what -- what seems significant about those two pathways as you've led them -- as you've laid them out, is that one is so clearly better from the agency's perspective. And so I'm wondering if that's the kind of choice that Congress really gave to the agency.",150,2.805049090981813,0.6184272766000001
12.445,3066.285,49060560,19-508.wav,111,46.0,3.6962635597,0.25173333330000003,0.0258321067,235.790161758,216.2706337919,252.7136380993,258.6205393824,264.6655079381,0.0005819279,5.5037028062,0.0608450987,Elena_Kagan,scotus_justice,3053.84,48861440,"It seems as though that's exactly why we should maintain the integrity of those protections rather than your interpretation, which essentially makes them irrelevant. It was nice that Congress once thought that, but we don't have to deal with that anymore.",41,3.2944957814383287,1.1475573778000001
74.16500005,3245.22500005,51923601,19-508.wav,122,262.0,3.532663653,0.2802758621,0.0710671423,140.6089284614,136.9108284189,164.8385244746,189.0534602189,192.3865109808,0.0022373713000000003,5.1004840512,0.1322475226,Neil_Gorsuch,scotus_justice,3171.06,50736960,"Well, let -- let's focus on the consumer protection side because I think the antitrust side, there are a lot more standards out there that people are familiar with. But -- but Justice Breyer really does remind us of -- of the history here. The FTC was set up in part to enact rules about deceptive conduct. It chose not to go that route, preferred an enforcement route. And -- and recognizing that a term like ""deceptive practices"" in Section 5 is not exactly self-defining -- it may lack some of the substance that we now have at least under the Sherman Act in the antitrust context -- laid out a bunch of protections in Section 19 before your money can be taken away. We've all kind of wandered around this question, but is -- isn't -- I think our core concern is you're rendering that -- those protections superfluous, that there's very little incentive for the agency to ever comply with them, and it's just a -- another step away from what Congress had anticipated would be a regulatory regime that's never materialized.",184,2.4809546265213007,0.9254688621
17.30500005,3313.94500005,53023121,19-508.wav,126,60.0,3.4672059998,0.274440678,0.0327056363,139.3941668116,138.0172392475,141.4270100084,146.1981147326,147.5638925172,0.0002287871,4.9589665019,0.025301916100000002,Neil_Gorsuch,scotus_justice,3296.64,52746240,"Yes, but it -- it's inherently difficult, and Section 13 is so comparatively easy. What -- what incentive remains to do that? I know it can, but why would it? Just as it can come up with rules defining what unfair trade practices are but -- but chooses not to do so.",52,3.0049118664983765,0.5256317258000001
102.16,3456.4,55302400,19-508.wav,131,380.0,3.7196554424,0.26807387860000004,0.0641824959,153.7766927597,131.2977687244,166.7288223161,179.7306998565,201.740889505,0.0009956683,5.1131465039,0.10163428590000001,Brett_M_Kavanaugh,scotus_justice,3354.24,53667840,"Thank you, Chief Justice. And good morning, Mr. Marcus. Good to be with you again. I want to pick up on Justice Alito's question and Mr. FitzGerald's article, which I've read. You obviously put forward good arguments on Porter and the Court's precedent and Congress's intent, as well as the body of court of appeals cases, but it seems that the problem you have is the text. And in that sense, this case really is a separation of powers case. I -- I -- I worked in the Executive Branch for many years, so I understand how this happens. When you're in the Executive Branch or an independent agency, you want to do good things and prevent or punish bad things, and sometimes your statutory authority is borderline. And it could be war policy or immigration or environmental or what have you, but with good intentions, the agency pushes the envelope and stretches the statutory language to do the good or prevent the bad. The problem is -- is it results in a transfer of power from Congress to the Executive Branch to decide whether to exercise this new authority. That's a particular concern, at least for me, with independent agencies. So -- now why isn't the answer here, for the agency to seek this new authority from Congress, for us to maintain the principle that separation of powers, that the agency should stick to the authority in the -- in the text and not -- and not go beyond that? A 30,000-foot question. Interested in your responses to that.",260,2.5450274079874706,0.5289070606
28.745,3565.09,57041440,19-508.wav,135,73.0,2.5395720995,0.396,0.113648,246.9416506281,225.6117811353,263.1411467822,288.6197829762,401.8134009494,0.0016594045000000001,5.6122917272,0.1486805826,Amy_Coney_Barrett,scotus_justice,3536.345,56581520,"Counsel, the -- the damages award here or the money at stake here was 1.3 billion dollars and then the 27 million dollars collected from Mr. Tucker's wife. And when Justice Alito asked Mr. Pattillo how much of that had been distributed to the victims, he said about 500 million dollars. So I -- I take it the rest of that is in the Treasury, or does the FTC have it right now?",73,2.5395720994955644,-1.0633313656
28.53999995,3661.98999995,58591840,19-508.wav,143,83.0,2.908199024,0.3301463415,0.0888351981,255.6500291307,219.0173382368,278.7883336232,325.841461503,595.0032632096,0.0025380289,5.6876744011,0.22559978100000003,Amy_Coney_Barrett,scotus_justice,3633.45,58135200,"But this is what I'm -- I'm getting at. It seems to me that equitable remedies attempt to restore the plaintiff to the position in which the plaintiff stood before the plaintiff was defrauded. This money isn't traceable back to the FTC, and the money that's gained isn't all being distributed to the plaintiffs. So it seems like it functions almost more like a fine. It doesn't really seem analogous to, say, restitution to me.",75,2.6278906843515957,0.8190893531000001
30.08,166.44,2663040,19-511.wav,2,115.0,3.8231382979,0.24505263160000001,0.0468673832,171.6143497229,153.8301419188,189.3213161938,206.4563592677,468.063361463,0.0010056566,5.2740400773000005,0.2114637419,John_G_Roberts_Jr,scotus_justice,136.36,2181760,"Mr. Clement, your friend on the other side says that we ought to look to the sense of the passage and not to rules of -- of syntax. I know you have a dispute about what the sense of the passage is. But, as a general matter, he's right, isn't he? I mean, the drafters here weren't following the rule of reddendo singula singulis or diagramming these sentences, so why -- why should we focus on -- on syntax to the extent that I think both parties do?",88,2.925531914893617,0.31231686470000003
9.4,229.64,3674240,19-511.wav,4,51.0,5.4255319149,0.14912,0.0136646656,159.2102395609,143.0490118097,174.6141157165,211.8940201373,253.5419101792,0.0016234057,5.2118689523,0.170048376,John_G_Roberts_Jr,scotus_justice,220.24,3523840,"Well, it's clear that they didn't have in mind the modern ills, as -- as you say, and the modern ills, at least according to your friend, would lead to a disaster if his interpretation weren't -- weren't adopted. Is that something we should consider at all?",47,5.0,0.24286797640000002
16.96,366.48,5863680,19-511.wav,9,25.0,1.4740566038,0.6826666667,0.22021688890000002,105.0325764301,92.5521895751,108.7365422388,110.6372235175,118.4418416392,0.0004628497,4.6733527306,0.0664617519,Clarence_Thomas,scotus_justice,349.52,5592320,"The -- the -- when you -- when we talk about a number generator under the TCPA, are we talking about a device as a number generator or a process? It would seem that perhaps it would -- makes more sense it would be a device, but what's your thought on that?",52,3.0660377358490565,-1.2396742105
38.6,431.4,6902400,19-511.wav,13,137.0,3.5492227979,0.28,0.07631435290000001,141.0138490113,114.5388367788,153.7766927597,187.1467754092,241.3014955328,0.0015757397,5.0764236252,0.1933471038,Stephen_G_Breyer,scotus_justice,392.8,6284800,"Well, my only question from your answer to -- was in light of your answer to the Chief Justice. I think you say in your brief, and it seems right to me, that if we take your friend's -- your opponent's definition, then it would be unlawful for a person to use a cell phone, yes, that stores numbers, like an emergency hospital number, to make a call for -- to the emergency line of the hospital. Now that's -- that -- I think you say something like that. Is that right?",92,2.383419689119171,0.1209423691
17.72,502.64,8042240,19-511.wav,23,65.0,3.6681715576,0.24650000000000002,0.03643775,165.2911567093,137.1018544491,195.99771799090001,223.2009045645,315.5472897947,0.0008483466,5.2870436103,0.2083138995,Stephen_G_Breyer,scotus_justice,484.92,7758720,"-- I'm making a general point that both consequences and purposes and text are all relevant, and in this case, you have a pretty strong claim in my opinion -- and I'll ask your -- your colleague, your friend -- you have a pretty strong case on the consequences and purposes.",51,2.8781038374717833,0.4087396562
80.68,610.92,9774720,19-511.wav,29,181.0,2.2434308379,0.44462222220000003,0.14083979060000001,157.3710525679,127.088796656,184.4644585896,240.6086111088,568.9661698799,0.0013061949,5.2760400782,0.3288142954,Samuel_A_Alito_Jr,scotus_justice,530.24,8483840,"Sorry. Mr. Clement, the statutory phrase that we have to interpret in this case has a structure that is fairly common. It lists two activities, ""storing or producing telephone numbers,"" followed by a modifying phrase, ""using a random or sequential number generator."" People make statements like that all the time, and, you know what, those who hear them or read them understand what they mean without looking at treatises on grammar syntax, usage, or interpretation. And the way they do that is to ask, what makes sense? I can give you lots of examples, but I have very little time for questioning, so they -- they ask about the sense of it before they get to all this arcane stuff. So the question that jumps out here is this: Does it make any sense to speak about storing a list of telephone numbers using a random or sequential number generator? And the best answer I can find in the briefs on your side is that there were systems that produced lists of numbers using such a generator and then stored them. But, unless you can explain how a generator was used in the very process of storing the numbers, I think you have a problem.",205,2.540902330193356,0.22893971200000002
51.0,739.72,11835520,19-511.wav,33,82.0,1.6078431373000002,0.6028641975,0.2258730803,217.7880366682,172.5195128946,242.699340876,282.0276980226,594.153976314,0.0017454635,5.5436810749,0.26676094510000004,Sonia_Sotomayor,scotus_justice,688.72,11019520,"Mr. Clement, with your parade of horribles that, if read the way the other side wants, it would cover devices, too many devices, I'm wondering if the issue is less with Respondents' interpretation and more so with the TCPA being outdated. When the Act was passed nearly 30 years ago, smartphones didn't even exist. Even today, it still references pagers, the TCPA. But you are right to note that today almost all phones have the ability to store and dial telephone numbers. If what Congress wanted to do was stop a call that was automatic and that's what it accomplished, wouldn't it be its job, not ours, to update the TCPA to bring it in line with the times?",119,2.3333333333333335,0.5251789093
20.0,817.04,13072640,19-511.wav,37,28.0,1.4,0.6186666667,0.2518281481,233.081880759,216.8838403364,248.3721690573,295.3659506117,372.6596770925,0.0013359964,5.5686394561,0.14909112800000002,Elena_Kagan,scotus_justice,797.04,12752640,"Mr. Clement, I'd like to give you a hypothetical along the lines that Justice Alito was talking about. So here is the sentence: It is illegal to stab or shoot another person using a firearm. And what I want to know is, would I be covered if I stabbed somebody with a knife?",53,2.65,-0.9508306384
72.56,1013.84,16221440,19-511.wav,43,343.0,4.7271223815,0.208748538,0.0327898958,124.9054871978,109.3664466199,135.4258854679,165.7685349622,409.3865475899,0.0025690047,5.0153445676,0.3031709249,Neil_Gorsuch,scotus_justice,941.28,15060480,"Good morning, Mr. Clement. You -- you pressed what Judge Barrett in her opinion on -- for the Seventh Circuit called the first potential reading. But the problem that it generates, as everybody's recognized, so to speak, is that it's awkward to speak of -- of equipment storing anything using a random number generator. That's what Justice Alito and Justice Kagan have pointed out. One potential response to that might be that what -- what Judge Barrett called the fourth potential reading, which is to say that the phrase ""using a random or sequential number generator"" modifies the object rather than the verbs. And it would be sensible to talk about storing telephone numbers to be called -- that are to be called using a random number generator. The problem there, of course, is the comma. I -- I -- I see all that. All right? My question for you is -- is you didn't raise the fourth argument as a potential. I'm not sure we need to rule it out. Would it -- would it make any difference to you and your clients and -- and in any sensible way make a difference in the real world whether we were adopting the first alternative or -- or saying that the fourth might be a possibility too?",217,2.990628445424476,0.1323906779
32.8,1102.08,17633280,19-511.wav,47,124.0,3.7804878049,0.2554796748,0.06983153410000001,147.6829753058,133.0993498141,163.3926258475,188.5035082861,222.5562768664,0.0006478799000000001,5.1143057361,0.1428276755,Brett_M_Kavanaugh,scotus_justice,1069.28,17108480,"Thank you, Chief Justice. Good morning, Mr. Clement. I want to touch on what you talked about what Congress was getting at in 1991 and just make sure I understand the structure of the statute. Your point about calls to the home, only artificial or prerecorded calls to the home were prohibited, why didn't Congress also prohibit live calls, live telemarketing calls, to the home do you think?",68,2.073170731707317,-0.7346965075
37.36,1153.0,18448000,19-511.wav,49,138.0,3.6937901499,0.2707153285,0.0825181744,152.0104167965,139.3941668116,159.1996161184,175.6256449985,911.0331329804,0.0012062377,5.2114341826,0.4597718704,Brett_M_Kavanaugh,scotus_justice,1115.64,17850240,"Okay. And then, when you get to the other category of calls we're talking about, to the specialized numbers, Congress again prohibits the artificial or prerecorded voice calls but then also prohibits calls which would, presumably, be live caller calls using an ATS -- an ATS -- ATDS. What was, in your view, Congress getting at with those calls? Am I right in thinking those are live caller calls that would necessarily be covered by the ATDS prohibition?",78,2.08779443254818,-0.45780640840000003
14.92,1210.48,19367680,19-511.wav,53,65.0,4.3565683646,0.2315,0.04655175,161.9823763911,152.4182205135,166.7288223161,172.3599635837,182.1993444432,0.0005211147000000001,5.117606437,0.046901491000000003,Brett_M_Kavanaugh,scotus_justice,1195.56,19128960,"-- the artificial or prerecorded calls to those lines would have been already prohibited, though, so the ATDS must be getting -- and I don't know which way this cuts; I'm just trying to understand it -- would have been -- using that, an ATDS, for a live caller call would have been the only thing separately covered?",58,3.8873994638069704,-0.1323471963
40.08,1286.24,20579840,19-511.wav,66,153.0,3.8173652694999998,0.2612631579,0.0644371413,270.8517709359,245.5193713786,283.6614678567,300.528856486,415.3046975799,0.0014102821000000001,5.6666161368,0.1113268438,Amy_Coney_Barrett,scotus_justice,1246.16,19938560,"Mr. Clement, some of the lower courts that have adopted your opponent's interpretation have been moved by the exception in (B), which says that liability doesn't attach if the call is made for emergency purposes or with the prior express consent of the called party. And, you know, they've pointed out that, under your interpretation, they say: Listen, the prior express consent would do no work for an ATDS. I'm looking at the emergency purposes exception to liability, and I'm wondering how either an ATDS or an automated or artificial prerecorded voice device would make a call for emergency purposes.",100,2.4950099800399204,-0.0884390101
27.08,1335.84,21373440,19-511.wav,68,141.0,5.2067946824,0.19222857140000002,0.0230765192,264.6655079381,231.7394279101,278.7883336232,295.793709998,355.332633392,0.0015427612,5.6423910272,0.0978170574,Amy_Coney_Barrett,scotus_justice,1308.76,20940160,"So you think it would have some utility -- I mean, I -- I guess what I'm getting at here is I'm wondering whether, in an abundance of caution, you can imagine why Congress wouldn't want any call that was placed for emergency purposes or a call that was placed with express consent to give rise to liability. However, I mean, it -- it may not be that there's very wide applicability for either one of those exceptions, including the one for emergency services, which I think would deprive the objection of some of its force, that your interpretation renders the prior consent of not great utility.",107,3.9512555391432795,0.7151030898
14.28,1593.96,25503360,19-511.wav,79,78.0,5.4621848739,0.1732987013,0.0165263134,160.8175324437,142.6523510116,175.6256449985,185.2651308416,249.1341106198,0.0010402806,5.1705763382,0.12724679290000002,John_G_Roberts_Jr,scotus_justice,1579.68,25274880,"Well, that was a question, not a statement. The -- what -- what do you take -- how do you react to the notion that this is going to have disastrous consequences given -- given technology that has developed since Congress passed this and -- and whether or not those consequences should enter into our consideration?",56,3.9215686274509807,-0.3585766554
